□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,,,,,,,,,,,
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,
,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다.,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,
계약일자 : 20200701 ~ 20200731,,,,,,,,,,,
실거래구분 : 아파트(매매),,,,,,,,,,,
주소구분 : 지번주소,,,,,,,,,,,
시도 : 전라북도,,,,,,,,,,,
시군구 : 전체,,,,,,,,,,,
읍면동 : 전체,,,,,,,,,,,
면적 : 전체,,,,,,,,,,,
금액선택 : 전체,,,,,,,,,,,
시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
전라북도 전주덕진구 송천동2가,1287,1287,0,전주송천동한라비발디1단지,84.99,202007,8,"31,900",3,2013,천마산로 113
전라북도 전주덕진구 송천동2가,1287,1287,0,전주송천동한라비발디1단지,84.99,202007,9,"33,100",5,2013,천마산로 113
전라북도 전주덕진구 송천동2가,1287,1287,0,전주송천동한라비발디1단지,84.99,202007,14,"33,500",12,2013,천마산로 113
전라북도 전주덕진구 송천동2가,1287,1287,0,전주송천동한라비발디1단지,84.99,202007,29,"33,500",13,2013,천마산로 113
전라북도 전주덕진구 송천동2가,1288,1288,0,전주송천동한라비발디2단지,84.99,202007,4,"30,400",1,2013,천마산로 115
전라북도 전주덕진구 송천동2가,1288,1288,0,전주송천동한라비발디2단지,84.99,202007,7,"29,700",3,2013,천마산로 115
전라북도 전주덕진구 송천동2가,1288,1288,0,전주송천동한라비발디2단지,84.99,202007,7,"34,800",7,2013,천마산로 115
전라북도 전주덕진구 송천동2가,1288,1288,0,전주송천동한라비발디2단지,84.99,202007,17,"32,800",4,2013,천마산로 115
전라북도 전주덕진구 송천동2가,1288,1288,0,전주송천동한라비발디2단지,84.99,202007,21,"32,900",11,2013,천마산로 115
전라북도 전주덕진구 송천동2가,1288,1288,0,전주송천동한라비발디2단지,84.99,202007,24,"34,500",11,2013,천마산로 115
전라북도 전주덕진구 송천동2가,189-2,189,2,현대(1차),59.34,202007,9,"8,500",3,1995,천마산로 31
전라북도 전주덕진구 송천동2가,175-44,175,44,현대3차,84.97,202007,5,"19,400",5,1998,사근1길 11
전라북도 전주덕진구 송천동2가,175-44,175,44,현대3차,59.97,202007,6,"13,300",6,1998,사근1길 11
전라북도 전주덕진구 송천동2가,175-44,175,44,현대3차,84.97,202007,14,"19,200",3,1998,사근1길 11
전라북도 전주덕진구 송천동2가,175-44,175,44,현대3차,84.97,202007,15,"19,000",12,1998,사근1길 11
전라북도 전주덕진구 송천동2가,175-44,175,44,현대3차,59.97,202007,21,"15,500",6,1998,사근1길 11
전라북도 전주덕진구 송천동2가,175-44,175,44,현대3차,59.97,202007,22,"14,200",6,1998,사근1길 11
전라북도 전주덕진구 송천동2가,175-44,175,44,현대3차,59.97,202007,29,"13,000",3,1998,사근1길 11
전라북도 전주덕진구 여의동,639-2,639,2,공영푸른솔,40.44,202007,4,"3,900",15,1993,기린대로 1018-7
전라북도 전주덕진구 여의동,639-2,639,2,공영푸른솔,49.98,202007,5,"7,000",1,1993,기린대로 1018-7
전라북도 전주덕진구 여의동,639-2,639,2,공영푸른솔,49.98,202007,23,"4,000",1,1993,기린대로 1018-7
전라북도 전주덕진구 여의동,582-1,582,1,동국,59.74,202007,11,"10,500",5,1998,쪽구름로 53
전라북도 전주덕진구 여의동,582-1,582,1,동국,59.74,202007,16,"8,300",1,1998,쪽구름로 53
전라북도 전주덕진구 여의동,582-1,582,1,동국,84.87,202007,17,"12,300",2,1998,쪽구름로 53
전라북도 전주덕진구 여의동,669,669,0,제일,84.9604,202007,8,"15,500",2,2003,쪽구름로 19
전라북도 전주덕진구 여의동2가,459-3,459,3,대승(1),59.4,202007,6,"5,450",15,1996,58
전라북도 전주덕진구 여의동2가,459-1,459,1,한강동산,59.55,202007,12,"4,750",11,1992,227
전라북도 전주덕진구 우아동2가,869,869,0,선변OGIO,84.5303,202007,12,"22,300",11,2008,석소2길 30
전라북도 전주덕진구 우아동2가,887,887,0,전주아중롯데(1차),84.84,202007,6,"17,600",12,1998,중상보로 10
전라북도 전주덕진구 우아동2가,887,887,0,전주아중롯데(1차),84.69,202007,7,"15,800",11,1998,중상보로 10
전라북도 전주덕진구 우아동2가,887,887,0,전주아중롯데(1차),84.84,202007,11,"16,900",12,1998,중상보로 10
전라북도 전주덕진구 우아동2가,853-1,853,1,진버들마을대우2차,84.44,202007,5,"17,300",11,1999,진버들5길 10
전라북도 전주덕진구 우아동2가,853-1,853,1,진버들마을대우2차,141.2323,202007,9,"23,200",15,1999,진버들5길 10
전라북도 전주덕진구 우아동3가,456-3,456,3,기린2단지,45.75,202007,21,"3,650",1,1980,진버들1길 75
전라북도 전주덕진구 우아동3가,285-8,285,8,럭키우아,84.905,202007,9,"11,200",11,1992,안덕원3길 10
전라북도 전주덕진구 우아동3가,285-8,285,8,럭키우아,84.905,202007,20,"9,100",9,1992,안덕원3길 10
전라북도 전주덕진구 우아동3가,285-8,285,8,럭키우아,84.905,202007,27,"9,500",4,1992,안덕원3길 10
전라북도 전주덕진구 우아동3가,423-5,423,5,우아엘드수목토,83.4699,202007,8,"13,550",8,2002,안덕원2길 32
전라북도 전주덕진구 우아동3가,359,359,0,우정신세계,59.856,202007,13,"8,000",11,1995,동부대로 575
전라북도 전주덕진구 우아동3가,359,359,0,우정신세계,59.856,202007,13,"5,550",1,1995,동부대로 575
전라북도 전주덕진구 우아동3가,359,359,0,우정신세계,59.856,202007,30,"7,400",8,1995,동부대로 575
전라북도 전주덕진구 우아동3가,762,762,0,이편한세상우아,84.991,202007,4,"36,000",17,2018,우아로 50
전라북도 전주덕진구 우아동3가,762,762,0,이편한세상우아,84.849,202007,23,"30,000",19,2018,우아로 50
전라북도 전주덕진구 인후동1가,782,782,0,거성프라자,47.61,202007,11,"6,000",8,1991,팽나무4길 7
전라북도 전주덕진구 인후동1가,1033,1033,0,두산위브,84.92,202007,3,"24,500",4,2007,견훤로 333
전라북도 전주덕진구 인후동1가,1033,1033,0,두산위브,84.92,202007,3,"22,000",3,2007,견훤로 333
전라북도 전주덕진구 인후동1가,1033,1033,0,두산위브,84.92,202007,4,"25,300",14,2007,견훤로 333
전라북도 전주덕진구 인후동1가,1033,1033,0,두산위브,84.98,202007,5,"23,500",5,2007,견훤로 333
전라북도 전주덕진구 인후동1가,1033,1033,0,두산위브,143.94,202007,6,"27,000",1,2007,견훤로 333
전라북도 전주덕진구 인후동1가,1033,1033,0,두산위브,59.93,202007,7,"19,400",8,2007,견훤로 333
전라북도 전주덕진구 인후동1가,1033,1033,0,두산위브,122.13,202007,7,"30,000",13,2007,견훤로 333
전라북도 전주덕진구 인후동1가,1033,1033,0,두산위브,122.3,202007,7,"29,000",12,2007,견훤로 333
전라북도 전주덕진구 인후동1가,1033,1033,0,두산위브,59.62,202007,11,"18,900",3,2007,견훤로 333
전라북도 전주덕진구 인후동1가,1033,1033,0,두산위브,84.92,202007,11,"26,200",18,2007,견훤로 333
전라북도 전주덕진구 인후동1가,1033,1033,0,두산위브,122.3,202007,12,"27,000",4,2007,견훤로 333
전라북도 전주덕진구 인후동1가,1033,1033,0,두산위브,84.92,202007,13,"25,500",3,2007,견훤로 333
전라북도 전주덕진구 인후동1가,1033,1033,0,두산위브,122.13,202007,14,"24,800",2,2007,견훤로 333
전라북도 전주덕진구 인후동1가,1033,1033,0,두산위브,84.92,202007,16,"23,500",1,2007,견훤로 333
전라북도 전주덕진구 인후동1가,1033,1033,0,두산위브,84.92,202007,17,"21,900",1,2007,견훤로 333
전라북도 전주덕진구 인후동1가,1033,1033,0,두산위브,143.35,202007,23,"35,300",5,2007,견훤로 333
전라북도 전주덕진구 인후동1가,500-1,500,1,삼호,84.96,202007,2,"11,100",7,1990,안덕원로 311
전라북도 전주덕진구 인후동1가,500-1,500,1,삼호,126.605,202007,8,"15,700",12,1990,안덕원로 311
전라북도 전주덕진구 인후동1가,500-1,500,1,삼호,74.205,202007,9,"7,970",1,1990,안덕원로 311
전라북도 전주덕진구 인후동1가,500-1,500,1,삼호,84.96,202007,9,"9,300",11,1990,안덕원로 311
전라북도 전주덕진구 인후동1가,858-1,858,1,아중1차대우,84.84,202007,6,"15,400",3,1998,석소로 77
전라북도 전주덕진구 인후동1가,858-1,858,1,아중1차대우,84.71,202007,7,"15,000",7,1998,석소로 77
전라북도 전주덕진구 인후동1가,858-1,858,1,아중1차대우,84.84,202007,21,"17,700",7,1998,석소로 77
전라북도 전주덕진구 인후동1가,858-1,858,1,아중1차대우,84.84,202007,22,"16,225",4,1998,석소로 77
전라북도 전주덕진구 인후동1가,951-3,951,3,아중마을부영(3차),49.9514,202007,4,"7,400",4,1999,아중로 180
전라북도 전주덕진구 인후동1가,951-3,951,3,아중마을부영(3차),49.9514,202007,5,"8,500",12,1999,아중로 180
전라북도 전주덕진구 인후동1가,951-3,951,3,아중마을부영(3차),59.472,202007,22,"11,200",15,1999,아중로 180
전라북도 전주덕진구 인후동1가,951-7,951,7,아중마을부영(5차),49.9514,202007,2,"9,370",7,1999,한배미로 33
전라북도 전주덕진구 인후동1가,951-7,951,7,아중마을부영(5차),59.472,202007,13,"11,250",11,1999,한배미로 33
전라북도 전주덕진구 인후동1가,951-7,951,7,아중마을부영(5차),49.9514,202007,13,"7,300",3,1999,한배미로 33
전라북도 전주덕진구 인후동1가,918-1,918,1,아중마을부영(6차),84.8246,202007,1,"17,800",5,2003,무삼지로 10
전라북도 전주덕진구 인후동1가,918-1,918,1,아중마을부영(6차),84.8246,202007,6,"17,800",9,2003,무삼지로 10
전라북도 전주덕진구 인후동1가,918-1,918,1,아중마을부영(6차),59.987,202007,6,"14,500",3,2003,무삼지로 10
전라북도 전주덕진구 인후동1가,918-1,918,1,아중마을부영(6차),59.987,202007,11,"14,600",7,2003,무삼지로 10
전라북도 전주덕진구 인후동1가,918-1,918,1,아중마을부영(6차),84.8246,202007,17,"16,000",2,2003,무삼지로 10
전라북도 전주덕진구 인후동1가,918-1,918,1,아중마을부영(6차),59.987,202007,19,"15,400",13,2003,무삼지로 10
전라북도 전주덕진구 인후동1가,918-1,918,1,아중마을부영(6차),84.8246,202007,25,"17,500",7,2003,무삼지로 10
전라북도 전주덕진구 인후동1가,951-1,951,1,아중마을아남,84.92,202007,9,"13,300",3,1999,한배미로 5
전라북도 전주덕진구 인후동1가,951-2,951,2,아중마을제일,59.6206,202007,4,"12,200",14,2000,아중로 170
전라북도 전주덕진구 인후동1가,951-2,951,2,아중마을제일,59.6206,202007,4,"11,600",4,2000,아중로 170
전라북도 전주덕진구 인후동1가,951-2,951,2,아중마을제일,59.6206,202007,17,"11,800",14,2000,아중로 170
전라북도 전주덕진구 인후동1가,890-3,890,3,아중제일,84.94,202007,6,"14,500",12,1997,석소로 29
전라북도 전주덕진구 인후동1가,890-3,890,3,아중제일,84.94,202007,11,"15,900",12,1997,석소로 29
전라북도 전주덕진구 인후동1가,890-3,890,3,아중제일,84.915,202007,13,"14,800",8,1997,석소로 29
전라북도 전주덕진구 인후동1가,858-2,858,2,아중현대,84.96,202007,7,"17,500",9,1998,석소로 55
전라북도 전주덕진구 인후동1가,858-2,858,2,아중현대,84.96,202007,9,"17,000",7,1998,석소로 55
전라북도 전주덕진구 인후동1가,858-2,858,2,아중현대,99.935,202007,10,"20,300",11,1998,석소로 55
전라북도 전주덕진구 인후동1가,858-2,858,2,아중현대,84.96,202007,14,"17,350",8,1998,석소로 55
전라북도 전주덕진구 인후동1가,858-2,858,2,아중현대,134.59,202007,20,"26,500",15,1998,석소로 55
전라북도 전주덕진구 인후동1가,858-2,858,2,아중현대,84.96,202007,21,"17,900",8,1998,석소로 55
전라북도 전주덕진구 인후동1가,458,458,0,안고을우성,79.0288,202007,28,"13,500",7,2001,진버들2길 14
전라북도 전주덕진구 인후동1가,594-1,594,1,인후궁전,115.12,202007,3,"19,000",3,1988,팽나무1길 19
전라북도 전주덕진구 인후동1가,594-1,594,1,인후궁전,115.12,202007,17,"16,000",1,1988,팽나무1길 19
전라북도 전주덕진구 인후동1가,890-1,890,1,인후꿈마을부영(2차),59.933,202007,1,"11,000",15,1999,무삼지로 40
전라북도 전주덕진구 인후동1가,890-1,890,1,인후꿈마을부영(2차),49.83,202007,10,"7,800",5,1999,무삼지로 40
전라북도 전주덕진구 인후동1가,890-1,890,1,인후꿈마을부영(2차),59.933,202007,10,"10,000",10,1999,무삼지로 40
전라북도 전주덕진구 인후동1가,890-1,890,1,인후꿈마을부영(2차),59.933,202007,11,"9,500",12,1999,무삼지로 40
전라북도 전주덕진구 인후동1가,890-1,890,1,인후꿈마을부영(2차),59.933,202007,12,"9,800",4,1999,무삼지로 40
전라북도 전주덕진구 인후동1가,890-1,890,1,인후꿈마을부영(2차),59.933,202007,14,"9,250",14,1999,무삼지로 40
전라북도 전주덕진구 인후동1가,890-1,890,1,인후꿈마을부영(2차),49.83,202007,15,"8,650",8,1999,무삼지로 40
전라북도 전주덕진구 인후동1가,890-1,890,1,인후꿈마을부영(2차),59.933,202007,15,"10,500",9,1999,무삼지로 40
전라북도 전주덕진구 인후동1가,890-1,890,1,인후꿈마을부영(2차),59.933,202007,16,"11,900",3,1999,무삼지로 40
전라북도 전주덕진구 인후동1가,890-1,890,1,인후꿈마을부영(2차),59.933,202007,29,"9,450",6,1999,무삼지로 40
전라북도 전주덕진구 인후동1가,574,574,0,인후동 선변(101동),84.7429,202007,9,"18,300",2,2004,심방죽로 16
전라북도 전주덕진구 인후동1가,574,574,0,인후동 선변(101동),84.4808,202007,31,"19,000",15,2004,심방죽로 16
전라북도 전주덕진구 인후동1가,1029,1029,0,인후동한신휴플러스,114.805,202007,4,"34,300",12,2006,안덕원로 251
전라북도 전주덕진구 인후동1가,1029,1029,0,인후동한신휴플러스,84.761,202007,10,"23,000",16,2006,안덕원로 251
전라북도 전주덕진구 인후동1가,1029,1029,0,인후동한신휴플러스,59.991,202007,12,"18,000",3,2006,안덕원로 251
전라북도 전주덕진구 인후동1가,1029,1029,0,인후동한신휴플러스,114.805,202007,13,"30,000",2,2006,안덕원로 251
전라북도 전주덕진구 인후동1가,1029,1029,0,인후동한신휴플러스,59.991,202007,18,"17,550",3,2006,안덕원로 251
전라북도 전주덕진구 인후동1가,1029,1029,0,인후동한신휴플러스,84.973,202007,26,"26,000",16,2006,안덕원로 251
전라북도 전주덕진구 인후동1가,1029,1029,0,인후동한신휴플러스,59.991,202007,28,"18,500",8,2006,안덕원로 251
전라북도 전주덕진구 인후동1가,1035,1035,0,전주인후휴먼시아,59.58,202007,6,"16,800",11,2008,팽나무2길 7
전라북도 전주덕진구 인후동1가,1035,1035,0,전주인후휴먼시아,59.58,202007,22,"17,200",15,2008,팽나무2길 7
전라북도 전주덕진구 인후동1가,802-1,802,1,진버들마을부영(1차),49.83,202007,1,"10,000",15,1999,진버들3길 10
전라북도 전주덕진구 인후동1가,802-1,802,1,진버들마을부영(1차),49.83,202007,4,"7,500",3,1999,진버들3길 10
전라북도 전주덕진구 인후동1가,802-1,802,1,진버들마을부영(1차),49.83,202007,6,"8,300",8,1999,진버들3길 10
전라북도 전주덕진구 인후동1가,802-1,802,1,진버들마을부영(1차),49.83,202007,7,"6,000",2,1999,진버들3길 10
전라북도 전주덕진구 인후동1가,802-1,802,1,진버들마을부영(1차),49.83,202007,9,"7,400",10,1999,진버들3길 10
전라북도 전주덕진구 인후동1가,802-1,802,1,진버들마을부영(1차),49.83,202007,10,"8,200",14,1999,진버들3길 10
전라북도 전주덕진구 인후동1가,802-1,802,1,진버들마을부영(1차),49.83,202007,11,"9,800",9,1999,진버들3길 10
전라북도 전주덕진구 인후동1가,802-1,802,1,진버들마을부영(1차),49.83,202007,15,"9,300",8,1999,진버들3길 10
전라북도 전주덕진구 인후동1가,802-1,802,1,진버들마을부영(1차),49.83,202007,25,"9,500",12,1999,진버들3길 10
전라북도 전주덕진구 인후동1가,802-1,802,1,진버들마을부영(1차),49.83,202007,29,"7,000",4,1999,진버들3길 10
전라북도 전주덕진구 인후동1가,754,754,0,현대(1차),70.47,202007,30,"10,600",9,1989,안골3길 7
전라북도 전주덕진구 인후동2가,1561-1,1561,1,건지산 이지움 아파트,59.98,202007,16,"22,950",16,2016,백동2길 11
전라북도 전주덕진구 인후동2가,1573-3,1573,3,세원,76.87,202007,13,"5,000",5,1985,백동6길 7
전라북도 전주덕진구 인후동2가,1614,1614,0,에버파크,63.922,202007,5,"18,900",10,2016,심방죽6길 8
전라북도 전주덕진구 인후동2가,1614,1614,0,에버파크,73.267,202007,14,"22,500",6,2016,심방죽6길 8
전라북도 전주덕진구 인후동2가,1614,1614,0,에버파크,55.806,202007,18,"15,500",9,2016,심방죽6길 8
전라북도 전주덕진구 인후동2가,1559-44,1559,44,효성,30.716,202007,9,"3,700",4,2002,백동로 24
전라북도 전주덕진구 장동,1082,1082,0,엘에이치이노팰리스,84.88,202007,1,"26,000",5,2013,틀못4길 33
전라북도 전주덕진구 장동,1082,1082,0,엘에이치이노팰리스,84.98,202007,4,"25,700",2,2013,틀못4길 33
전라북도 전주덕진구 장동,1082,1082,0,엘에이치이노팰리스,84.88,202007,9,"25,000",1,2013,틀못4길 33
전라북도 전주덕진구 장동,1082,1082,0,엘에이치이노팰리스,84.88,202007,14,"25,800",1,2013,틀못4길 33
전라북도 전주덕진구 장동,1082,1082,0,엘에이치이노팰리스,74.98,202007,31,"25,700",15,2013,틀못4길 33
전라북도 전주덕진구 장동,1052-2,1052,2,장동에코르,84.86,202007,5,"14,300",8,2009,정암길 19
전라북도 전주덕진구 장동,1052-2,1052,2,장동에코르,84.86,202007,16,"14,500",9,2009,정암길 19
전라북도 전주덕진구 장동,1052-2,1052,2,장동에코르,84.86,202007,26,"14,400",12,2009,정암길 19
전라북도 전주덕진구 장동,1063,1063,0,전북혁신우미린2단지,84.9904,202007,6,"30,000",6,2013,틀못4길 17
전라북도 전주덕진구 장동,1063,1063,0,전북혁신우미린2단지,84.9904,202007,7,"31,500",1,2013,틀못4길 17
전라북도 전주덕진구 장동,1063,1063,0,전북혁신우미린2단지,84.9904,202007,18,"36,000",20,2013,틀못4길 17
